Style,Standard
Append Mode,1
Fill Mode,1
Capacity,1000000
Count,33658
Base Time Seconds,1665434904
Base Time Fractional,.310313950
Base Time,10/10/2022 20:48:24.310313950
Scan Relative Time,CH101,CH102,CH103,CH104,CH105,CH106
0.000000000,1611873.731874,82724984.4844,97716056.49462,80554539.30831,97423565.56059,88233572.45285
1.521514909,1663202.960556,83085578.57637,97667363.84189,80624672.83865,97636095.08604,88327516.44282
3.480850061,1645025.304898,83716301.54003,97642122.60058,80418613.86889,97504997.74837,88218456.07379
4.901872000,1677386.49862,83700373.40801,97588994.71463,80325179.40121,97549459.02099,88197188.21619
6.323337667,1686845.146376,83205203.30006,97470862.91396,80184399.76382,97572830.07962,88171208.5678
7.744343940,1668877.070502,82310255.98726,97366027.69219,79946842.11434,97540523.8693,88148040.24171
9.165811758,1648429.154574,83002503.32354,97309951.11987,79798913.58555,97480957.5759,88079109.05054
10.586824122,1648241.871319,83363875.96086,97259994.98393,79634089.88457,97403913.73632,87991875.17511
12.008724425,1668304.796587,83532287.92242,97255786.44783,79549680.99608,97343981.65388,87925895.67129
13.429288213,1671357.203216,83386715.82923,97262887.384,79501563.9646,97306663.13399,87818557.32471
14.851202728,1669538.675734,83212067.95193,97266641.80562,79379156.30272,97271775.15276,87714758.92161
16.272215879,1674351.916545,83615385.70622,97409400.69969,79480077.5411,97255538.79965,87650107.01677
17.693682910,1649747.927197,83547495.30608,97208334.8292,79303777.99664,97243082.10151,87628762.86005
19.115138697,1661577.84818,83337495.03229,97157543.06672,79238732.62049,97326009.00666,87701487.27359
20.536159728,1698160.833007,82803867.51685,97113493.48673,79186223.66348,97244987.86543,87583536.43963
21.957630364,1690409.076592,82593232.0158,97042555.09854,79101426.1981,97230012.19575,87331742.37232
23.378657546,1643773.788312,79732583.97437,97123478.68965,79085393.89642,97173512.05907,87518967.0925
24.800111910,1642700.059329,81586698.1077,97088938.55886,78891572.75793,97167195.30359,87493019.19416
26.221130455,1627878.481014,81724780.03235,97107677.23419,78911114.86856,97137913.79893,87415689.90333
27.643052000,1649301.719558,83048821.88863,97110480.53279,78937073.84751,97168220.09253,87338625.79442
29.063630637,1658365.242909,82981630.25822,97093082.47716,78897883.54425,97208339.9985,87350822.26358
30.485551243,1674539.639911,83277465.0767,97025742.9079,78824813.46674,97215304.20261,87290015.10231
31.906569409,1664849.119723,82817819.02516,96996031.31775,78812647.07079,97210550.82929,87258804.07009
33.328038440,1643113.030402,81051218.37889,96945701.18992,78667622.97693,97182560.23714,87251850.63338
34.749506137,1660481.043169,80425832.97289,96926832.28556,78571293.23575,97136900.58561,87333826.20427
36.170525016,1656560.625469,77182883.8264,96947832.53658,78604108.7036,97109977.91745,87300758.67289
37.591990622,1683107.1151,76559973.9376,96958861.9842,78576490.05386,97094888.67138,87265872.15867
39.012997591,1677047.398131,66801687.23658,96974349.75955,78582208.52653,97065363.51956,87238781.53972
40.434446531,1691008.47201,78731690.93284,96983540.46547,78532495.4911,97098741.13926,87160328.11017
41.855468561,1673290.3953,79696690.89,96999043.71449,78524293.36878,97093616.02118,87115414.78747
43.277395440,1693493.045213,73896463.87035,96970873.68929,78458308.48175,97152477.22344,87183310.69293
44.697947228,1684459.850229,81337558.89066,96925735.18407,78460973.86371,97139385.58789,87202134.60569
46.119871379,1681939.541056,79267482.63713,96885242.80289,78383131.19716,97128020.34938,87229225.38492
47.540880531,1685772.666394,81186108.94487,96856891.00037,78346559.38108,97096616.15389,87202928.71472
48.962347288,1683075.662944,73980642.60642,96861310.77939,78437282.81304,97088933.1323,87194717.14204
50.383816803,1683754.578813,71862701.40283,96894961.47679,78344308.29496,97056681.34148,87116289.55338
51.804829591,1679500.916975,79082552.81273,96903265.84998,78386699.1157,97033623.65261,87066635.97833
53.226288894,1672930.360195,79748894.81683,96921707.68728,78415234.54641,97064173.06337,87095052.83584
54.647310622,1679427.41068,82285226.32609,96915112.83882,78351327.6942,97067716.97444,87151759.33843
56.068776046,1690944.551088,82216642.51348,96911272.72093,78308748.15884,97085815.95101,87134437.47496
57.489808561,1683738.22989,78339410.87453,96901474.02178,78362093.01138,97089977.9022,87136089.29162
58.911730076,1686664.195724,83321238.98408,96888720.81124,78373299.41637,97092685.05373,87086178.76647
60.332290440,1703012.33371,83461920.73167,96862043.15115,78350336.57006,97102918.93221,87152469.27036
61.754220713,1682901.498522,83079263.24574,96820913.10836,78336577.08994,97108515.253,87201143.55298
63.175238349,1683909.749443,82822732.71511,96795375.58259,78284904.63385,96963799.37176,87067407.41866
64.596701955,1680776.788688,83412948.07754,96792558.0303,78296680.41103,97017785.75988,87156226.70482
66.018150319,1670455.185616,83261922.0509,96830510.31465,78310310.33046,97009064.47957,87138907.94652
67.439161501,1672022.000269,83992695.58552,96881289.70135,78281923.39874,96976655.58873,87088796.41323
68.860618622,1667143.234525,83966822.07467,96901274.15598,78307233.49802,97033196.07255,87089013.95922
70.281640743,1684490.563429,84239760.5221,96893191.61326,78316856.87941,97046961.10798,87110067.67657
71.703112743,1672207.579579,84164915.76007,96886283.31991,78321591.65886,97073375.7199,87093891.66978
73.124130622,1673322.464809,84308386.96387,96863535.51485,78340404.70076,97090896.52137,87166142.2542
74.546052501,1670340.443961,84181702.27953,96826582.18109,78322205.36335,97092832.34045,87184013.78954
75.966608380,1664882.34855,83915850.59724,96803843.22739,78296268.06605,97076514.64316,87210679.90138
77.388516077,1678659.345823,84028343.9464,96786574.38854,78281866.82496,97048628.01444,87188203.31256
78.809536864,1681434.850981,84376076.08137,96821894.15118,78228070.50768,97021211.02209,87117415.32514
80.231003501,1694615.240191,84348705.84086,96846306.05171,78254000.33029,96997099.74114,87149367.48848
81.652472471,1690509.46191,84287819.5155,96887442.59447,78249082.6073,97007366.64991,87099906.96387
83.073494531,1685340.290978,84541696.66397,96898842.52254,78291880.1667,97018324.81095,87106160.51911
84.494958289,1702985.449667,84329422.52833,96901365.17043,78329119.00231,97046211.47136,87146148.02648
85.915970592,1693040.913805,84480786.15433,96878805.98124,78280862.54862,97065705.58742,87129803.72352
87.337435198,1676357.374078,84723011.21525,96850793.5511,78279875.25562,97072743.85444,87203875.43902
