Style,Standard
Append Mode,1
Fill Mode,1
Capacity,1000000
Count,35083
Base Time Seconds,1665421780
Base Time Fractional,.108978026
Base Time,10/10/2022 17:09:40.108978026
Scan Relative Time,CH101,CH102,CH103,CH104,CH105,CH106
0.000000000,97528802.25927,97638981.57369,97801843.22264,86448367.64003,32535261.72248,86518505.46839
1.421011788,97522282.54755,97618393.47016,97785059.53133,86417267.03484,31733494.24168,86531537.37892
2.842470182,97513404.44419,97631651.67944,97807672.6146,86452407.54592,32518683.09801,86510516.37325
4.263493394,97509371.87274,97621674.07437,97790815.34856,86426670.2974,32736071.10553,86506213.37054
5.685421334,97508834.5413,97621926.6809,97803889.64546,86448603.20157,31623286.91636,86517905.63271
7.105977849,97512869.89923,97616970.10501,97789642.04863,86398229.92216,32227422.07034,86488552.69038
8.527911303,97482543.25211,97594928.11173,97829139.70894,86381330.61587,32390950.28016,86526084.74716
9.948913637,97447556.61976,97577880.90596,97672806.7792,86412333.73686,32280869.31014,86549116.59824
11.370394849,97496651.83444,97602150.69795,97816651.55877,86459515.46922,32091168.84177,86492165.12297
12.791859606,97540812.09681,97543085.13836,97813049.40112,86456979.24383,32096931.86092,86530527.4528
14.212868152,97419633.90608,97595898.67343,97827554.74724,86442180.36605,32510881.4096,86532013.23579
15.634327424,97439306.34792,97587391.06104,97827057.7227,86449394.42244,32582597.1686,86563422.7088
17.055329606,97438716.44564,97580164.34922,97822386.30794,86481300.16126,33588293.00235,86564950.14777
18.476800606,97432791.37829,97572911.10366,97815890.02926,86437366.92191,33099419.66211,86556225.7084
19.897816334,97422715.59987,97575320.03694,97823272.35622,86470035.36714,32579965.62779,86615178.62582
21.319730758,97431894.41811,97554237.3108,97808425.50734,86476533.44551,31449448.69812,86588203.20585
22.740296091,97417581.58879,97560163.18649,97791825.49345,86483308.70455,93027409.74376,86609099.25936
24.162217182,97426479.37,97544465.12223,97794250.45781,86460645.33447,92873257.87744,86599740.54999
