Style,Full
Append Mode,1
Fill Mode,1
Capacity,1000000
Count,34997
Base Time Seconds,1666117841
Base Time Fractional,.818533844
Base Time,10/18/2022 18:30:41.818533844
Scan Relative Time,CH115,CH116,CH117,CH118,CH119,CH120
0.000000000,95557806.78822,93162082.57275,94268560.62993,86362178.33282,81033414.56645,93842050.65644
1.421020697,95804748.72648,93512085.18626,94471406.26982,86405873.47768,80992744.00597,93757767.3759
2.842950818,95544747.05006,93606275.06071,94735823.19828,86556746.15806,80960360.34418,93706671.68213
4.263517485,95507367.93419,93533536.87082,94751837.12489,86598706.62223,80875302.16965,93726107.18793
5.685451061,95473711.80574,93416427.56901,94730060.09353,86526904.33007,80842353.23791,93717052.22945
7.106479637,95469727.19263,93336961.40872,94685783.17693,86439046.93172,80790963.65794,93706555.87539
8.527953394,95445085.33464,93266966.69951,94636268.15732,86398101.53833,80701158.0103,93739959.08435
9.949415394,95316232.79094,93241730.96969,94580300.92996,86335554.21393,80616489.26103,93741648.39642
11.370442834,95420129.72281,93207611.52442,94543837.04433,86255986.18446,80551019.40245,93749065.37558
12.791910895,95428810.48992,93151311.88286,94492492.99196,86176081.6139,80466858.44965,93750761.18825
14.212929137,95463207.21587,93170995.80602,94500553.38602,86102603.30314,80399105.95035,93686094.67028
15.634388470,95453943.07966,93173811.33848,94481353.11252,86082712.42986,80321846.21894,93679960.26118
17.055408622,95450833.16824,93152308.4544,94486544.31059,86083979.90175,80276106.07538,93659408.87227
18.477332228,95397341.36013,93065184.0191,94443548.56471,86045173.8907,80249058.23866,93641496.94002
19.897893198,95361425.67887,92991974.93473,94384525.78571,85991931.56026,80245881.64602,93652891.96075
21.319816622,95417078.49937,92961516.50463,94347418.67932,85935575.66795,80168464.2593,93698220.2529
22.740849986,95459880.01137,92990421.98994,94342265.04015,85863098.81935,80076560.17319,93639124.67173
24.162325622,95479628.79203,93005112.29345,94324877.95974,85845322.24184,79997259.83242,93619864.89266
25.583793501,95424580.00055,92981479.95501,94358985.78893,85844974.36728,79966770.6337,93573443.08856
27.004819773,95416460.33875,92925722.48272,94342442.49083,85817463.11048,79965421.5019,93567512.36714
28.426289137,95400694.36322,92857626.67913,94325458.34215,85810297.36821,79912719.01914,93570267.1286
29.847308986,95394911.42752,92835141.35206,94262860.81727,85760825.66758,79899421.84082,93584035.8163
31.268769713,95448188.1997,92838672.82308,94229740.43099,85682557.97405,79819636.8041,93568015.99496
32.689795531,95453384.29518,92853123.62162,94210520.67177,85658147.60069,79774366.31969,93548311.36243
34.111730834,95456639.65309,92863783.94298,94225702.55396,85637247.01415,79715237.53013,93515723.65723
35.532309925,95453755.14793,92875781.26138,94244375.25431,85655102.79188,79700041.04452,93450853.07056
36.954239895,95404573.92702,92835557.19703,94246973.53888,85644759.22457,79712110.62823,93463267.85369
38.375261652,95342576.49471,92789506.7142,94215708.5581,85617777.97701,79712538.02855,93481844.2861
39.796743925,95371945.82874,92741301.45897,94161945.72669,85585343.82241,79675910.85688,93485967.84009
41.218197213,95410524.64448,92747214.5309,94170664.70855,85526640.55981,79590980.04916,93478035.74242
42.639213971,95407472.78675,92765383.26375,94130105.10391,85512990.85177,79572506.97034,93465473.52675
44.060679274,95049214.07769,92768045.69433,94115851.09456,85496661.27593,79530817.64861,93429144.90003
45.481692364,95424669.08098,92775695.21545,94153652.45804,85503428.64612,79550484.95478,93432440.35434
46.903159698,95330500.03759,92724609.25528,94132240.75145,85520079.33808,79518379.60447,93396525.90373
48.324175183,95348270.59024,92725272.40471,94117636.64396,85495864.49296,79527422.10134,93423822.97416
49.746086152,95357093.66056,92703819.1754,94094629.02704,85452356.46247,79523586.667,93446621.95675
51.166638364,95394346.07869,92711785.8066,94086650.86985,85431562.95328,79445156.01575,93426180.65227
52.588553698,95416752.67616,92748951.1412,94098221.08404,85374752.31017,79425019.74918,93382049.02888
54.009561940,95404776.33287,92791437.81742,94108386.16516,85417806.68293,79366643.49072,93347831.58335
55.431036122,95347494.65022,92720789.78681,94130233.99337,85411116.8974,79368064.61111,93324809.44789
56.852503728,95329452.00257,92617519.87384,94152213.99033,85411693.87056,79374656.06381,93375015.54761
58.273518486,95345488.89437,92581275.39489,94087728.49677,85422318.30561,79380280.91474,93399664.07506
59.694977971,95387348.61452,92616741.42723,94050793.81998,85341351.39997,79339339.96579,93400647.4499
61.116002880,95412164.73309,92655903.77165,94041194.43098,85337010.18464,79282758.02442,93361904.73311
62.537476152,95406348.28006,92700871.0092,94075138.55026,85347887.45548,79255412.99854,93340880.12047
63.958488668,95372538.05535,92676769.28074,94086389.27415,85365664.94396,79267547.79007,93319466.46154
65.380427152,95317291.47412,92600058.49934,94069339.6946,85363835.72956,79305319.40982,93333557.02882
66.801006031,95281905.51436,92575381.10846,94016748.57356,85337243.98431,79296886.42731,93388318.25553
68.222923243,95360953.25872,92586364.89644,93988219.91088,85296454.33472,79238662.73434,93369757.18879
69.643939910,95394568.46149,92614413.44943,94005652.22838,85274050.67048,79196312.1228,93332757.173
71.065413031,95354494.54137,92640224.52347,94041624.90298,85278117.01981,79205939.78043,93296875.44532
72.486885788,95333704.57934,92570194.07319,94037240.64813,85303419.55597,79207342.0878,93280219.29724
73.907898546,95331452.04152,92574754.11231,94058674.47584,85319837.34004,79235047.0818,93334875.58747
75.329363182,95290530.81093,92532167.75237,94025986.87902,85313390.97105,79230523.07811,93340078.98695
76.750380515,95328076.16851,92526101.43475,93964443.45571,85279052.09912,79188915.60063,93347139.84572
78.171839031,95350718.55301,92555556.9019,93953819.25167,85248154.45019,79176400.55041,93324067.15154
79.592860788,95329268.62476,92579509.95178,93989267.66298,85221864.35533,79156643.38049,93299652.38086
81.014792940,95334679.15809,92591396.54151,93981743.17869,85237599.43634,79123385.85724,93262861.62459
82.435352485,95325719.70926,92611793.88303,93981935.6365,85260496.79297,79109810.99684,93273568.22906
83.857273515,95297580.86732,92564758.19215,94017068.26016,85251169.26456,79137168.37616,93273827.80986
85.278293182,95300134.58189,92539058.91963,93980913.53133,85240349.04219,79138463.70785,93263759.75533
86.699764818,95287089.879,92517667.70343,93965979.29384,85218581.01072,79136741.16319,93290087.54459
88.121237000,95315222.24862,92526040.74406,93925893.31012,85210330.58271,79144965.74079,93296231.98666
89.542258425,95337134.9211,92543930.463,93935292.21934,85208355.19759,79101275.79877,93293437.4424
90.963731091,95318374.55193,92580888.14586,93939133.38137,85192962.50026,79092529.08165,93255552.79994
92.384755637,95324051.55539,92572062.05269,93992078.07877,85211640.29254,79066378.86442,93227481.35268
93.806221061,95271294.77301,92569519.00482,94011695.08691,85193635.71088,79046571.17615,93222738.14449
95.227237364,95272259.33875,92541892.24268,94004433.01165,85232942.55103,79073749.8481,93235121.40571
96.649158303,95254652.07215,92501660.33539,93978637.94174,85212559.82783,79073965.08277,93238275.8254
98.069723121,95259642.75923,92489189.30162,93970744.3292,85176740.70444,79059175.40323,93284165.77769
99.491664728,95280723.4799,92520187.182,93948615.06919,85160932.4365,79045882.79879,93285665.47368
100.912688364,95290122.29416,92538688.50161,93954723.03812,85139256.57058,79011580.89327,93268731.8568
102.334156879,95249163.15529,92543820.35146,93938530.60559,85140070.37161,79013784.8618,93255585.28523
103.755623788,95244732.76744,92544786.74834,93967395.01088,85140672.69815,78987718.80863,93227003.8348
105.176634515,95233894.81434,92539535.75764,93964627.81383,85159648.97265,79013071.8233,93199849.34074
106.598110667,95249425.76547,92532844.61473,93974116.55399,85161873.69915,78992447.81745,93200760.15887
108.019144394,95245878.2871,92468934.90638,93952093.96731,85170041.04516,78999741.78449,93207275.73868
