Style,Full
Append Mode,1
Fill Mode,1
Capacity,1000000
Count,14739
Base Time Seconds,1669846141
Base Time Fractional,.502091132
Base Time,11/30/2022 22:09:01.502091132
Scan Relative Time,CH115,CH116,CH117,CH118,CH119,CH120
0.000000000,96989398.54202,94052677.93888,91962452.75178,95428770.5354,88689606.99906,87481477.44139
1.421475516,97017625.07269,94257457.48774,92068715.99076,95584976.87294,88759358.9104,87580020.36109
3.514819213,97049833.83174,94153288.20395,91968654.07534,95425516.10938,88604030.96766,87525745.61279
4.936745879,96985973.96826,94109388.41255,91945706.25387,95416804.68704,88572322.35023,87360219.85596
6.357316576,96979616.51756,94048772.93382,91936797.51566,95418867.61334,88569897.8131,87313634.23129
7.779245152,96971615.42129,94015007.35374,91915696.47117,95424852.80641,88559744.14199,87317466.09611
9.200265879,96957898.93672,93937251.56288,91905574.53345,95426391.14515,88530827.95542,87376427.43942
10.621736122,96949460.518,93905495.25105,91900864.32766,95432401.09556,88503091.00939,87315113.89498
12.043210758,96929863.46431,93865989.10674,91873928.80718,95344009.36723,88476009.06303,87249798.36247
13.464246728,96920030.11645,93809009.64859,91859151.05088,95389349.662,88459551.86524,87183316.6298
14.885726485,96894744.1395,93773504.35416,91829000.6266,95389973.53044,88404232.42397,87073650.04816
16.306750788,96869767.26457,93747416.73582,91812791.88601,95374510.02334,88356878.38003,87115143.31166
17.728237243,96846226.17687,93681683.04439,91788268.4974,95390528.67872,88342106.80476,87052624.25411
19.149262788,96822532.12686,93652013.3568,91764661.43076,95382294.00111,88305254.12221,87083051.27212
20.571175091,96815887.6545,93624681.7558,91760553.87828,95368897.99807,88270330.29517,85490740.53388
21.991746758,96792436.60785,93604515.02132,91730451.95175,95334142.54575,88221412.61404,85426912.58523
23.413670667,96779719.67538,93534611.34554,91715064.64958,95350526.44811,88200014.77891,85350071.5369
24.834694849,96760180.69407,93512914.95477,91679348.58427,95352046.48844,88165274.69579,85546485.49849
26.256166061,96739838.44676,93481276.99292,91665812.48244,95343754.11222,88144012.49296,85330158.24177
27.677648940,96729558.08336,93452931.08338,91642746.34302,95356983.40463,88133602.30001,86752602.17158
29.098658334,96701211.21283,93420237.99338,91640131.37116,95362064.44095,88106148.18781,86767921.64683
30.520130183,96695243.25063,93406742.10109,91631551.77202,95339419.37252,88091930.53664,86912975.94617
31.941148758,96669503.57846,93408126.90915,91614085.63479,95340773.81542,88037255.39175,86859751.3591
33.362617092,96668610.7341,93402409.4543,91603573.50526,95287521.60809,88001753.8824,86851222.46509
34.783646849,96666317.1416,93399189.72272,91600693.66659,95289680.1531,87984938.85476,86762688.70003
36.205575667,96648577.81034,93383173.58383,91578727.01374,95282373.24764,87949623.55001,86632943.39101
37.626151395,96657061.38041,93378394.38744,91561904.75858,95265500.22517,87933815.76517,86688666.37136
39.048084122,96646332.03125,93344081.02731,91535011.07882,95247056.98321,87908695.73165,86619216.96187
40.469104092,96650542.47818,93346835.62418,91523190.02134,95236302.04889,87896446.22688,86731082.84563
41.890589455,96641149.25464,93342364.42917,91504426.90012,95221633.9463,87865572.81276,86702129.52801
43.312069971,96638765.5046,93350977.59681,91485938.21214,95208538.34984,87868180.03069,86725014.92645
44.733101546,96646242.00275,93320704.28554,91478043.11623,95199829.56658,87852228.13243,86644296.67842
46.154568274,96645047.9345,93287078.73727,91465653.70539,95192426.71641,87838358.53859,86638466.87989
47.575593667,96655686.16665,93305522.77391,91432194.3218,95181498.08155,87836116.0308,86639420.03738
48.997065849,96648719.22196,93280522.50004,91426254.66481,95188055.86912,87829005.23258,86562923.95049
50.418097758,96647697.10228,93279728.16486,91394707.1603,95150158.16566,87824260.48999,86634425.68613
51.840017061,96644161.757,93273743.17802,91382998.25406,95153063.53083,87824914.79207,86534992.70032
53.260588728,96640778.07628,93242432.62729,91373198.45897,95161254.35445,87817765.43038,86528062.96011
54.682515940,96645457.6224,93232972.6921,91356360.56025,95152230.55006,87811741.28994,86450268.13821
56.103535395,96628850.73623,93225284.93255,91336105.46921,95151358.93294,87824241.68356,86464230.60552
57.525001636,96630370.69475,93225764.63063,91340096.51761,95157994.68237,87796033.02204,86386282.26039
58.946474788,96620338.55699,93212040.86896,91331677.58217,95163676.07793,87801685.4855,86392936.92558
60.367501303,96615384.05413,93207901.13583,91315813.86513,95152138.86103,87792917.32073,86362506.26931
61.788971545,96613323.5341,93179554.08867,91296823.3269,95143310.82218,87816313.72934,86396733.16232
63.209997364,96595979.50561,93170431.85178,91292339.62419,95173970.0392,87819135.72913,86473042.0373
64.631464212,96582185.93678,93150813.17622,91283299.27274,95183993.30085,87826873.02935,86438672.79854
66.052486454,96551013.47157,93149166.66991,91290502.66579,95201226.14733,87808613.43242,86482995.13535
67.474416182,96540366.35536,93142338.5833,91288263.72116,95226083.37655,87813590.18935,86425180.39658
68.894989818,96525725.59387,93141291.3241,91288576.75955,95210165.31421,87806598.8383,86329455.61526
70.316917879,96526042.45436,93162781.20964,91305326.54981,95220829.873,87786036.54142,86278917.48174
71.737945848,96519302.6686,93162367.54951,91310836.67563,95220990.75128,87783957.47023,86338291.21625
73.159418030,96512528.32057,93161170.63291,91311647.15819,95215611.25483,87753529.8623,86194322.37863
74.580901727,96515730.75044,93194946.27135,91307169.59747,95194359.71831,87735746.94829,86058744.15518
76.001939788,96530111.18415,93195110.73012,91300990.7938,95169859.96426,87726380.08822,86231983.61246
77.423412879,96538241.90688,93190720.2557,91297518.89703,95154029.56795,87729660.12499,86340721.74544
78.844449970,96567078.86619,93239731.31539,91274850.70098,95122474.71382,87715792.60224,86317298.33908
80.265918424,96574538.53589,93220077.65989,91281236.42544,95113518.91773,87703974.17443,86350225.28144
81.686948788,96590050.88622,93222210.23841,91249522.19574,95090717.77969,87713201.48565,86515539.58441
83.108878303,96598333.33391,93200306.2387,91227431.99398,95065606.77186,87718766.08502,86608486.90754
84.529444061,96596244.57785,93184574.17173,91225314.13121,95063702.01769,87752476.05323,86628871.87257
85.951370273,96593207.94378,93144703.84349,91204253.00385,95103228.09168,87774777.88453,86120848.45445
87.372383788,96566219.88755,93133559.42018,91198549.87483,95123340.87144,87785179.30031,86335509.40845
88.793861076,96551490.59305,93100268.96184,91198126.64636,95159717.77231,87787544.50818,86124251.92588
90.215332137,96515129.69814,93108200.70334,91206028.54352,95166814.16567,87787264.28667,86324236.69112
91.636361955,96509307.64366,93105865.62259,91218324.08164,95177956.76004,87767023.17851,86298625.22331
93.057819622,96497308.18339,93131792.07686,91223765.41514,95181839.2648,87768554.39867,86318878.90057
94.478841319,96501828.6252,93148041.66274,91241797.45136,95176771.58981,87764370.97069,86115736.44801
95.900312046,96497011.88609,93150116.49761,91246525.47184,95185037.83912,87750277.67509,86277342.61089
97.321335803,96501745.6135,93150560.98014,91243885.53464,95173913.83418,87729937.40884,86221972.80948
98.743263834,96508758.72486,93171153.93307,91252844.35973,95146177.86342,87726166.32667,86376322.83452
100.163832773,96516424.5531,93177727.61839,91240966.10517,95138210.24558,87742746.82448,86366830.24222
101.585753258,96523031.49779,93192343.08327,91246271.48425,95148567.06127,87724757.7043,86487117.20018
103.006778076,96530579.82114,93189921.63627,91237860.69779,95138045.08533,87718683.11479,86826374.42115
104.428253137,96537822.58311,93181944.99354,91231236.75124,95110664.25674,87709364.60688,86729678.19652
105.849721834,96549600.22439,93203978.62193,91209282.86247,95100200.30367,87714873.42683,86595724.27737
107.270742409,96557987.91325,93221328.83954,91209236.54259,95094117.36386,87719180.94424,86487205.77961
108.692221319,96563899.26678,93202487.34067,91208591.97283,95096632.2799,87714556.93038,86338428.22554
110.113252500,96568407.6925,93208476.01506,91173866.79322,95086136.7518,87712535.10784,86151301.42705
111.534718591,96573870.45003,93190571.17874,91184780.66638,95094942.86317,87725450.92642,86155908.26089
112.955753682,96580200.18287,93194273.06834,91174952.25793,95081896.40665,87725770.05792,86774439.43414
114.377686743,96577292.68479,93177299.1317,91171945.64055,95092300.43038,87737653.45738,86782914.59267
115.798256228,96568491.7436,93175381.09153,91161205.26764,95078243.83636,87738330.04902,86826835.1675
117.220183228,96576425.58314,93162841.51112,91161063.38099,95083718.62269,87745005.58656,86763090.26398
118.641207152,96564151.0778,93172078.2218,91163966.65459,95073402.14497,87735462.68012,86661931.24235
120.062700637,96563799.75616,93163080.48769,91170512.82749,95087163.89873,87758901.45181,86768690.82465
