Style,Full,,,,,,,,,,,,
Append Mode,1,,,,,,,,,,,,
Fill Mode,1,,,,,,,,,,,,
Capacity,1000000,,,,,,,,,,,,
Count,15966,,,,,,,,,,,,
Base Time Seconds,1670981371,,,,,,,,,,,,
Base Time Fractional,0.567411951,,,,,,,,,,,,
Base Time,12/14/2022 01:29:31.567411951,,,,,,,,,,,,
Scan Relative Time,CH115,CH116,CH117,CH118,CH119,CH120,,,,,,,
0,97036894.04,94737727.05,92665805.99,95971194.33,90790085.52,87791587.56,,,,,,,
1.421035272,97072693.38,94697964.67,92666058.7,95989012.83,90790838.29,87779202.6,,,,,,,
2.842514545,97039101.43,94748540.34,92668857.01,96010425.07,90778536.51,87750877.2,,,,,,,
4.263539,96999856.29,94729212.36,92707073.43,96028081.17,90731521.45,87733926.21,,,,,,,
5.685465,96988176.51,94722122.77,92713651.46,96064974.39,90778047.9,87744247.26,,,,,,,
7.106037969,96981444.59,94696847.22,92687578.81,96048972.88,90789673.73,87793432.9,,,,,,,
8.52797206,96972991.53,94655374.92,92660500.28,96044665.98,90824363.54,87771612.91,,,,,,,
9.948988575,96986994.65,94665143.76,92640986.8,96027196.3,90792301.62,87756519.8,,,,,,,
11.37047485,97012475.49,94681041.78,92639089.97,95982151.09,90762962.11,87735604.49,,,,,,,
12.79195379,97034520.9,94722457.92,92651440.55,95971238.05,90728793.99,87689038.93,,,,,,,
14.21297461,97026789.51,94749978.92,92676385.22,96004741.98,90710605.48,87665928.2,,,,,,,
15.63445942,96990323.67,94738827.3,92696138.88,95998546.24,90717580.88,87649367.65,,,,,,,
17.055487,96976482.42,94699158.91,92702230.63,96045563.59,90741647.8,87643359.02,,,,,,,
18.47694783,96967615.38,94672856.34,92666285.13,96037043.05,90740763.73,87686371.42,,,,,,,
19.8979692,96950592.85,94660459.74,92638851.23,96028666.09,90760851.3,87669217.6,,,,,,,
21.31988977,96992648.45,94661688.17,92631663.93,95993419.44,90718873.83,87670280.3,,,,,,,
22.74044992,97003183.43,94668636.43,92655204.58,95959918.59,90701720.29,87684168.37,,,,,,,
24.16238441,97014372.29,94682629.97,92624886.83,95966561.88,90692172.21,87652313.56,,,,,,,
25.58340023,97013024.35,94683704.82,92655417.68,95973354.21,90672166.91,87635611.01,,,,,,,
27.00487498,97000773.58,94708041.78,92661466.01,95979000.66,90682089.23,87613875.31,,,,,,,
28.4263528,96965954.85,94671193.95,92664299.16,96009410.51,90677957.89,87618398.76,,,,,,,
29.84738047,96965667.76,94665017.12,92621378.23,95966059.65,90640163.59,87644132.66,,,,,,,
31.26885477,96956906.4,94574418.24,92572273.72,95975204.64,90599477.64,87572278.23,,,,,,,
32.68988898,96917671.16,94522044.23,92575033.15,95934152.47,90563589.99,87574508.65,,,,,,,
34.11135741,96968110.54,94509141.48,92525490.94,95912242.33,90508039.44,87518396.92,,,,,,,
35.5323738,96953698.61,94499655.65,92533811.75,95865457.21,90416971.06,87481244.93,,,,,,,
36.95430577,96941039.43,94496832.75,92495653.18,95855114.26,90374802.84,87402099.28,,,,,,,
38.37486732,96917745.15,94414548.29,92513378.23,95864013.41,90331641.25,87366120.73,,,,,,,
39.79678662,96873170.46,94442798.21,92500427.45,95879152.79,90284447.27,87303654.39,,,,,,,
41.21780777,96826485.37,94343470.55,92434967.45,95866594.74,90253089.85,87281232.6,,,,,,,
42.63927801,96780174.11,94281951.52,92385868.94,95842225.81,90230175.58,87226404.15,,,,,,,
44.06072829,96812028.56,94244815.03,92334833.98,95790611.98,90186088.99,87203886.71,,,,,,,
45.4817558,96800243.14,94212731.54,92292903.73,95767292.39,90122672.58,87163822.83,,,,,,,
46.90321908,96795548.51,94210873.39,92261608.84,95712028.88,90052213.35,87120763.87,,,,,,,
48.324251,96792271.87,94195210.65,92235173.09,95701673.8,89987717.21,87056377.97,,,,,,,
49.74571342,96772380.4,94153348.97,92220741.12,95686355.14,89950832.74,87005371.88,,,,,,,
51.16673721,96746432.81,94131010.17,92203618.08,95709188.42,89911628.46,86975926.08,,,,,,,
52.58867397,96700754.25,94086084.16,92172906.51,95710773.96,89892391.48,86938679.97,,,,,,,
54.009234,96684671.79,94041328.36,92143602.13,95704323.77,89874580.16,86917829.95,,,,,,,
55.43116545,96637114.21,93996182.55,92090998.53,95674185.67,89849060.73,86888502.11,,,,,,,
56.85219439,96661617.02,93967070.63,92029153.92,95632572.07,89801018.39,86857662.94,,,,,,,
58.27366915,96666007.52,93959690.24,92006823.03,95583260.86,89760818.23,86832509.2,,,,,,,
59.69515227,96670517.14,93976162.49,91984950.53,95551636.51,89699292.02,86802646.25,,,,,,,
61.11618158,96661707.66,93961856.06,91980797.15,95548560.65,89657211.35,86735925.24,,,,,,,
62.53766645,96635428.47,93946318.57,91975532.65,95566502.03,89650871.23,86710506.44,,,,,,,
63.95869761,96598991.43,93911760.26,91954693.05,95573996.23,89626295.64,86665319.66,,,,,,,
65.38016327,96569722.97,93877041.28,91918916.04,95577509.17,89626567.89,86659630.11,,,,,,,
66.8011913,96562736.67,93840948.85,91879915.76,95566969.93,89617934.1,86658255.77,,,,,,,
68.22311267,96562183.86,93806838.64,91821768.75,95526973.94,89594905.86,86603822.63,,,,,,,
69.64367779,96578633.78,93795292.25,91811198.58,95489005.28,89547279.82,86604742.68,,,,,,,
71.06561579,96587665.53,93797524.99,91789618.78,95452677.84,89505339.93,86543744.48,,,,,,,
72.48665182,96574043.3,93808288.96,91787913.88,95445410.9,89488707.47,86523326.9,,,,,,,
73.90813042,96570447.77,93803785.68,91772179.32,95441143.99,89467500.02,86481496.4,,,,,,,
75.32960573,96539343.51,93776804.04,91764658.91,95468434.17,89453584.12,86469678.5,,,,,,,
76.75062588,96514827.72,93759656.57,91751630.37,95471307.34,89450016.69,86444702.42,,,,,,,
78.17210508,96485197.68,93715134.39,91722223.13,95466678.12,89445736.14,86408393.12,,,,,,,
79.59312938,96479679.88,93698336.3,91690355.86,95449438.92,89428848.76,86407198.09,,,,,,,
81.0145995,96498358.07,93685088.25,91653692.89,95413250.01,89412340.92,86435752.44,,,,,,,
82.43563271,96504633.94,93691962,91632406.94,95393776.6,89384994.73,86386445.61,,,,,,,
83.85755935,96517867.72,93709588.32,91629251.99,95376819.72,89353519.09,86399017.05,,,,,,,
85.27813877,96520295.52,93718688.82,91628629.2,95368248.4,89320307.19,86292206.95,,,,,,,
86.70007138,96490588.55,93715058.85,91632129.96,95394919.14,89301378.1,86280977.01,,,,,,,
88.12109865,96468252.09,93684471.84,91634546.31,95410243.33,89313665.48,86261699.11,,,,,,,
89.54257974,96439315.55,93656303.97,91592082.52,95402248.52,89330943.77,86293807.14,,,,,,,
90.96404795,96435911.95,93615388.22,91550050.64,95393828.15,89328863.01,86288346.12,,,,,,,
92.38506811,96444655.76,93598661.47,91540047.75,95362229.94,89308422.25,86264069.76,,,,,,,
93.80653423,96459850.63,93611111.72,91506662.6,95342791.37,89283134.48,86249104.53,,,,,,,
95.22754968,96477743.26,93611856.42,91500206.79,95318677.72,89245744.22,86226569.85,,,,,,,
96.64902365,96480008.6,93635282.07,91505306.29,95313337.26,89219611.18,86205476.63,,,,,,,
98.07004447,96482840.66,93658860.46,91501657.35,95338859.29,89210590.24,86201042.86,,,,,,,
99.49197386,96443487.14,93650432.32,91509826.17,95328156.39,89205362.38,86201041.82,,,,,,,
100.9125493,96422231.95,93634184.16,91494403.73,95354104.96,89223582.8,86170800.5,,,,,,,
102.3344768,96405193.68,93582894.82,91473249.01,95329954.77,89219271.17,86192562.95,,,,,,,
103.7554925,96414424.26,93564910.62,91456487.89,95322192.98,89241543.81,86197528.25,,,,,,,
105.176964,96423867.48,93553099.84,91440724.07,95321384.22,89216036.44,86203481.07,,,,,,,
106.5984379,96447527.22,93548538.6,91408020.78,95297795.4,89193990.49,86159609.82,,,,,,,
108.0194567,96456632.86,93589213.89,91399373.46,95267482.57,89172451.36,86162370.52,,,,,,,
109.4409304,96449654.88,93595860.5,91411507.98,95251876.65,89141190.58,86127465.69,,,,,,,
110.8619623,96436700.43,93604580.97,91421061.1,95271305.65,89122425.85,86076411.99,,,,,,,
112.2834262,96411293.1,93585214.68,91431902.73,95297195.55,89138106.9,86098531.32,,,,,,,
113.7044542,96400345.66,93571628.89,91414030.75,95322520.35,89152767.19,86088899.19,,,,,,,
115.126378,96389180.86,93535277.18,91391776.75,95305988.91,89167131.22,86105178.91,,,,,,,
116.5469465,96372772.98,93515795.31,91372903.58,95278453.49,89159823.4,86104733.31,,,,,,,
117.968877,96406244.77,93517298.79,91346109.49,95240226.07,89140863.11,86087175.31,,,,,,,
119.3899025,96415874.59,93543393.84,91342136.24,95231093.67,89114348.69,86039562.15,,,,,,,
120.8113789,96416702.51,93540072.84,91330510.26,95231605.57,89099985.14,86045314.49,,,,,,,
122.2328571,96413460.79,93557826.36,91355304.22,95253247.1,89081652.04,86015989.39,,,,,,,
123.6538732,96403410.43,93562702.64,91366207.78,95243271.48,89080632.21,85980877.75,,,,,,,
125.0753497,96377620.23,93543884.2,91362802.02,95293339.58,89091585.65,85991470.36,,,,,,,
126.4963696,96361419.28,93499856.43,91351207.63,95260932.23,89118385.01,85983278.42,,,,,,,
127.9178485,96371780.86,93505325.9,91319824.21,95256124.5,89112902.19,86000917.12,,,,,,,
129.3388868,96379416.62,93495690.85,91286774.07,95229238.67,89108160.39,85980412.43,,,,,,,
130.7608222,96405106.68,93498817.08,91292880.02,95211037.32,89089687.79,85927236.78,,,,,,,
132.1813922,96403206.46,93514555.69,91278462.42,95188443.05,89061556.59,85923505.61,,,,,,,
133.6033109,96390513.85,93541208.6,91285216.42,95171369.54,89040739.75,85943788.7,,,,,,,
135.0243324,96394165.4,93540612.75,91286285.91,95193498.2,89043382.25,85923190.12,,,,,,,
136.4458076,96371757.42,93526496.4,91303381.02,95240152.23,89037784.93,85932521.63,,,,,,,
137.8672756,96343418.93,93502102.64,91299139.03,95220740.32,89055677.7,85961936.15,,,,,,,
139.2883102,96343067.25,93492419.08,91282269.08,95245638.02,89062784.8,85940391.69,,,,,,,
140.7097854,96355808.58,93468706.41,91249508.71,95213236.64,89061178.19,85716923.84,,,,,,,
142.1308068,96361081.71,93450509.97,91231593.06,95200008.01,89057389.4,85671271.97,,,,,,,
143.5522809,96382390.56,93478391.01,91230755.03,95178345.99,89035809.52,85700528.5,,,,,,,
144.9733088,96393244.69,93492683.79,91253213.52,95166190.84,89007886.96,85635658.08,,,,,,,
146.395238,96396942.67,93510869.64,91255080.32,95154123.86,89012249.83,85630274.63,,,,,,,
147.8158066,96391473.39,93509892.72,91253296.47,95177193.65,89006745.05,85578854.84,,,,,,,
149.2377266,96352430.86,93502699.86,91253638.3,95185242.74,89009030.15,85595380.97,,,,,,,
150.6587395,96345191.27,93467190.08,91246365.69,95191135.25,89036404.15,85582195.5,,,,,,,
152.0802161,96333187.27,93461360.49,91227367.46,95186460.09,89014011.15,85515351.59,,,,,,,
153.5016912,96346637,93430122.52,91228085.84,95183506.49,89019449.67,85526808.41,,,,,,,
154.9227122,96352854.12,93436912.48,91200047.4,95164435.35,89032322.17,85535539.1,,,,,,,
156.3441855,96372215.35,93438004.63,91186971.13,95137377.55,88999330.47,85534377.64,,,,,,,
157.7652039,96372217.37,93457498.11,91196987.86,95132627.35,88980971.76,85498527.92,,,,,,,
159.1866839,96369438.71,93481337,91211675.44,95133871.1,88952780.74,85523260.51,,,,,,,
160.6077168,96365426.13,93490977.16,91216312.01,95145717.55,88954953.86,85492989.52,,,,,,,
162.0296382,96361787.03,93482148.35,91221260.12,95151708.29,88965890.67,85490928.39,,,,,,,
163.4502075,96344175.63,93455745.93,91213739.13,95137708.08,88971465.63,85518998.88,,,,,,,
164.8721352,96342882.75,93442094.29,91210309.58,95161298.17,88998396.99,85516831.72,,,,,,,
166.2931517,96332415.9,93411547.78,91176854.95,95151384.18,89009555.84,85507747.65,,,,,,,
167.7146145,96354860.64,93404894.71,91184006.96,95125761.23,88974659.39,85512657.75,,,,,,,
169.1360823,96366005.96,93424334.8,91159025.47,95088146.23,88960984.84,85507718.95,,,,,,,
170.5571005,96378552.41,93421320.71,91163725.22,95088138.21,88942231.45,85512231.44,,,,,,,
171.9785791,96373697.5,93461511.54,91201220.05,95109792.09,88930706.12,85504947.12,,,,,,,
173.3996084,96318591.72,93500229.31,91166198.85,95082997.08,88933219.56,85461549.45,,,,,,,
174.8210816,96346263.7,93452335.7,91188846.53,95140209.28,88952732.62,85436800.47,,,,,,,
176.2420975,96335839.82,93446865.93,91182721.2,95145895.94,88965879.47,85475394.67,,,,,,,
177.6640164,96303413.34,93402730.74,91164292.29,95148978.76,88939587.75,85423072.61,,,,,,,
179.0845788,96415011.84,93424423.65,91159898.39,95140653.31,88975320.52,85482617.47,,,,,,,
180.5064963,96349073.92,93391999.58,91137889.4,95098318.8,88964963.15,85516450.47,,,,,,,
181.927527,96358085.18,93411260.01,91123047.91,95074425.33,88904078.46,85495009.13,,,,,,,
183.3489992,96348817.97,93431070.65,91118615.83,95124779.25,88915698.38,85505403.63,,,,,,,
184.7704806,96363742.98,93445128.76,91143800.3,95093905.39,88896693.26,85464253.89,,,,,,,
186.1915101,96348774.21,93390920.31,91219419.15,95125940.86,88900981.36,85452465.26,,,,,,,
187.6129842,96340701.18,93427457.95,91143232.01,95130099.34,88905990.19,85415882.47,,,,,,,
189.0340049,96306724.83,93399525.13,91146074.8,95137824.78,88939476.35,85458616.38,,,,,,,
190.4554671,96313445.92,93372284.63,91124121.52,95126466.86,88932312.96,85455522.55,,,,,,,
191.8765007,96314264.05,93367525.85,91119404.27,95120633.78,88923180.74,85485276.34,,,,,,,
193.2984259,96333275.65,93368489.56,91105196.75,95098155.8,88919563.39,85465892.71,,,,,,,
194.7189972,96365299.38,93389659.41,91096935.65,95072802.51,88880738.47,85482423.37,,,,,,,
196.1409265,96357730.21,93419867.43,91113831.33,95080716.95,88876889.58,85440931.89,,,,,,,
197.561944,96361913.77,93435376.02,91138025.07,95077612.35,88865701.75,85735328.65,,,,,,,
198.9834238,96333589.28,93427440.96,91139586.12,95085258.39,88869191.83,85751169.75,,,,,,,
200.404896,96298161.13,93392945.9,91124179.51,95133835.83,88896917.75,85442413.4,,,,,,,
201.8259214,96285555.55,93368524.66,91102727.65,95118688.32,88920924.68,85429346.82,,,,,,,
203.2473942,96302671.32,93356435.37,91090514.38,95093586.73,88923488.41,85420372.11,,,,,,,
204.6684157,96316775.21,93364050.43,91070254.21,95076641.87,88891821.11,85394406.64,,,,,,,
206.0898901,96332619.5,93396705.67,91082167.55,95055353.08,88864002.05,85394100.31,,,,,,,
207.5109159,96350006.03,93391140.82,91092516.18,95068517.24,88859607.11,85377858.53,,,,,,,
208.9328497,96341611.52,93415524.25,91113839.38,95080512.62,88855929.05,85352318.7,,,,,,,
210.3534236,96328779.14,93419397.72,91117386.18,95096953.16,88858875.31,85370668.07,,,,,,,
211.7753598,96295663.76,93385722.14,91106058.34,95117881.1,88883143.11,85367747.89,,,,,,,
213.1963802,96286248.6,93347386.56,91086255.9,95124171.53,88901588.9,85417718.56,,,,,,,
214.6178651,96286879.65,93336565.82,91055590.22,95082961.31,88889329.38,85436726.15,,,,,,,
216.0393375,96336683.81,93355918.12,91051009.18,95044370.5,88877400.28,85480343.59,,,,,,,
217.4603622,96350344.74,93385123.97,91053361.56,95025470.03,88848889.18,85439075.58,,,,,,,
218.8818355,96362237.08,93412597.46,91069351.95,95056526.12,88823757.82,85464811.08,,,,,,,
220.3028573,96323188.66,93418806.25,91088397.95,95069770.78,88819664.41,85452621.89,,,,,,,
221.7243306,96297347.07,93383227.4,91086907.11,95096014.91,88844124.73,85482984.18,,,,,,,
223.145362,96280054.1,93377799.88,91081024.23,95099854.92,88865375.75,85465967.31,,,,,,,
224.5672793,96293702.67,93346836.25,91061197.01,95133567.2,88900542.04,85426274.83,,,,,,,
225.9878497,96278616.78,93346677.18,91017027.43,95063455.19,88828270.18,85473605.9,,,,,,,
227.409778,96307421.32,93345955.23,91024214.84,95049987.34,88859214.77,85468746.17,,,,,,,
228.8308064,96320494.94,93366844.15,91032460.34,95038507.15,88823619.98,85461120.76,,,,,,,
230.2522871,96342104.9,93386088.44,91047873.32,95040295.79,88803986.09,85421856.85,,,,,,,
231.6737513,96335536.28,93410462.43,91068172.75,95035883.48,88797813.58,85427615.2,,,,,,,
233.0947749,96303473.47,93394231.71,91073947,95093459.14,88804061.03,85460134.94,,,,,,,
234.5162558,96290982.74,93364171.46,91069066.57,95062232.55,88828770.5,85477171.99,,,,,,,
235.9372865,96282531.9,93350200.46,91056400.5,95065276.09,88830583.39,85507257.35,,,,,,,
237.3587594,96272392.86,93329091,91037727.65,95060754.65,88834001.26,85498085.66,,,,,,,
238.7797798,96300543.38,93343183.46,91010413.02,95052804,88830840.06,85437697.37,,,,,,,
240.2017042,96321024.59,93341799.86,91015562.46,95039276.51,88829610.16,85466752.56,,,,,,,
241.6222687,96318018.66,93360300.34,91010618.14,95031309.08,88800477.78,85441665.06,,,,,,,
243.0441925,96344125.1,93383307.2,91016607.79,95037248.53,88802718.73,85441880.1,,,,,,,
244.4652114,96322679.64,93383691.57,91032359.8,95048347.61,88781494.84,85402529.85,,,,,,,
245.8866926,96314257.38,93372642.95,91029315.9,95055114.81,88794436.65,85382541.28,,,,,,,
247.308163,96295331.82,93358872.31,91038463.33,95067619.78,88807157.11,85375799.73,,,,,,,
248.7292006,96281946.94,93333916.13,91035573.31,95071377.5,88817679.53,85412502.86,,,,,,,
250.1506682,96256974.44,93308608.99,91008254.34,95064662.42,88815996.6,85410788.53,,,,,,,
251.5716985,96273681.09,93306354.68,90991061.27,95065853.41,88845308.49,85415248.87,,,,,,,
252.993177,96319000.78,93310830.03,90972071.76,95015404.01,88786242.52,85366707.9,,,,,,,
254.4141902,96308408.73,93363007.42,91004256.97,95010388.43,88778289.06,85346889.54,,,,,,,
255.8361153,96306748.01,93367344.5,91010758.86,95018150.27,88762408.69,85291871.24,,,,,,,
257.2566791,96303258.47,93374164.49,91022520.07,95053859.91,88764917.12,85290678.2,,,,,,,
258.6786024,96287949.46,93365703.81,91039980.76,95081535.73,88761474.32,85293841.02,,,,,,,
260.099626,96267851.75,93326017.91,91022821.36,95059037.18,88783781.39,85329226.74,,,,,,,
261.5210941,96274608.84,93320778.57,91009051.27,95063499.93,88804534.84,85348562.27,,,,,,,
262.9425657,96273964.67,93302579.12,90992617.42,95038790.1,88808415.34,85371398.27,,,,,,,
264.3635958,96287852.41,93294707.94,90967739.07,95017391.59,88788262.86,85314802.93,,,,,,,
265.7850728,96313672.96,93322691.77,90977360.21,94989181.95,88778526,85265086.96,,,,,,,
267.2060921,96300629.62,93324766.3,90983097.67,94982435.24,88757783.49,85270212.75,,,,,,,
268.6275588,96315508.24,93341901.18,91019777.18,95033209.32,88741078.09,85345097.69,,,,,,,
270.0485898,96326754.43,93303578.73,90988849.02,95007947.46,88732703.48,85335840.62,,,,,,,
271.4705135,96269056.23,93325442.16,90996735.63,95042394.36,88756431.19,85326039.75,,,,,,,
272.8910889,96264847.16,93310047.96,90994605.19,95046659.37,88781457.96,85334432.4,,,,,,,
274.3130262,96251659.15,93290440.61,90975734.33,95025981.97,88785012.03,85347819.67,,,,,,,
275.7340491,96268013.24,93275870.49,90954487.28,95004160.1,88774169.46,85369520.13,,,,,,,
277.1555324,96281425.13,93290548.19,90953823.6,94998439.85,88772911.45,85373395.17,,,,,,,
278.5770029,96311754.71,93321604.87,90946542.22,94966891.93,88748531.39,85331332.87,,,,,,,
279.9980323,96313612.23,93347315.63,90964710.16,94980686.49,88733576.22,85304317.34,,,,,,,
281.4195192,96299608.47,93356631.99,90971757.9,95001646.31,88731473.73,85305113.01,,,,,,,
282.8405472,96284156.53,93340065.49,90987599.64,95033120.55,88740556.39,85312925.51,,,,,,,
284.2620266,96262599.9,93328860.92,90989331.26,95044532.93,88745275.27,85314243.67,,,,,,,
285.6830451,96243780.35,93297226.22,90976625.92,95051363.8,88749443.98,85390204,,,,,,,
287.1049786,96262974.82,93283576.79,90950385.05,95035999.82,88735073.44,85409928.83,,,,,,,
288.5255459,96268225.76,93274161.24,90932878.64,95012286.93,88773985.9,85460032.91,,,,,,,
289.947479,96276860.66,93293961.55,90913449.69,95002567.74,88739300.19,85474316.29,,,,,,,
291.3684973,96300803.94,93302981.42,90934209.47,94981376.18,88730984.12,85467998.06,,,,,,,
292.7899757,96298474.37,93332096.4,90953554.21,94984264.83,88697147.25,85469027.55,,,,,,,
294.21144,96277474.06,93323370.04,90964920.69,94998418.46,88707630.55,85444506.55,,,,,,,
295.6324585,96264667.44,93321658.03,90925484.25,95011868.79,88706876.76,85433887.14,,,,,,,
297.0539379,96253432.64,93296023.56,90961577.85,95031768.66,88726523.98,85402633.87,,,,,,,
298.4749604,96236072.77,93275057.21,90965410.2,95034886.58,88735938.58,85430336.98,,,,,,,
299.8964212,96253455.58,93266839.73,90929515.59,94998116.03,88740750.54,85437415.33,,,,,,,
301.3174377,96259468.02,93258693.76,90908191.84,94975921.44,88736660.47,85438990.01,,,,,,,
302.7393652,96286100.56,93288445.41,90913356.21,94963289.65,88699165.12,85395398.37,,,,,,,
304.1599445,96277852.4,93302654.69,90934245.47,94966075.3,88685052.66,85343661.38,,,,,,,
305.5818807,96292524.07,93313316.77,90935345.21,94991385.63,88674721.86,85336883.68,,,,,,,
307.0029122,96261151.27,93315542.38,90942924.78,95009929.32,88702565.46,85409959.92,,,,,,,
308.4243868,96255358.66,93310628.96,90948376.13,95013353.48,88692226.77,85387357.5,,,,,,,
309.8458642,96222052.58,93277195.97,90939963.01,95029528.26,88685639.42,85364993.41,,,,,,,
311.2668918,96228385.54,93256939.46,90923026,95008886.6,88718197.62,85385133.23,,,,,,,
312.6883551,96233440.37,93252632.8,90891425.54,94986952.46,88719221.04,85389644.33,,,,,,,
314.1093771,96260416.59,93242669.85,90880981.3,94960272.12,88700000.17,85304080.97,,,,,,,
315.5308508,96262922.9,93278392.9,90882133.91,94945442.04,88675395.81,85339687.98,,,,,,,
316.9518731,96266093.32,93277703.21,90901150.02,94950643.47,88661155.8,85282137.8,,,,,,,
318.373807,96254067.08,93296072.58,90922904.01,94957358.5,88659734.81,85259319.39,,,,,,,
319.7943777,96258972.59,93290111.63,90930803.64,94980654.22,88673168.1,85262182.62,,,,,,,
321.2163002,96227790.38,93265781.52,90931894.13,95001135.25,88680894.9,85310159.6,,,,,,,
322.637332,96225597.26,93236237.33,90918644.63,94987567.55,88702106.04,85373371.39,,,,,,,
324.0588143,96227513.88,93225384.92,90877233.53,94963330.44,88701621.26,85398046.2,,,,,,,
325.4802745,96265167.51,93235887.18,90859508.63,94962271.19,88693254.27,85385260.16,,,,,,,
326.9012914,96269382.14,93241339.74,90856139.86,94934979.38,88668618.76,85364674.37,,,,,,,
328.3227524,96291819.84,93283618.76,90867210.83,94933607.31,88649424.59,85385914.35,,,,,,,
329.7437864,96280538.21,93283273.81,90893571.63,94954291.38,88636361.77,85336454.71,,,,,,,
331.1652631,96242840.87,93279999.7,90907210.5,94986702.34,88653695.04,85413889.06,,,,,,,
332.5862968,96232836.66,93260710.7,90909692.34,95014850.37,88670882.1,85358527.95,,,,,,,
334.0082162,96222748.26,93216836.81,90905831.16,95015992.32,88683211.51,85389090.65,,,,,,,
335.4287856,96221707.12,93209735.75,90889478.98,95001071.02,88685036.74,85421034.29,,,,,,,
336.8507019,96238329.76,93215554.85,90866763.15,94971352.22,88680423.35,85489292.61,,,,,,,
338.2717215,96255787.14,93242086.36,90858788.57,94939450.97,88648794.15,85523411.28,,,,,,,
339.6931965,96264117.06,93248567.5,90868621.23,94944066.75,88631307.37,85560311.18,,,,,,,
341.11466,96271784.59,93282547.68,90887576.78,94936147.51,88625885.24,85577210.47,,,,,,,
342.5356826,96261231,93276047.53,90890395.67,94941856.1,88625160.96,85357791.44,,,,,,,
343.9571523,96228974.79,93258471.93,90888387.14,94966244.63,88643825.17,85396535.74,,,,,,,
345.3781826,96224550.65,93244010.57,90893674.46,94963783.16,88644178.61,85341267.4,,,,,,,
346.7996491,96213246.47,93219855.1,90885910.8,94964552.31,88658750.37,85403051.67,,,,,,,
348.2206734,96210444.03,93207080.9,90861708.31,94974322.98,88666023.33,85356595.93,,,,,,,
349.6425984,96232622.79,93202178.34,90846349,94929523,88659810.63,85350245.25,,,,,,,
351.0631672,96249893.75,93228497.8,90837402.56,94898466.64,88621627.58,85409816.39,,,,,,,
352.485088,96267135.14,93244620.42,90844156.16,94915459.65,88619360.89,85399607.98,,,,,,,
353.9061156,96261580.75,93267052.72,90861993.9,94920598.12,88599135.81,85369007.73,,,,,,,
355.3275904,96236903.24,93266632.82,90874365.81,94947824.85,88602024.4,85329086.88,,,,,,,
356.7490593,96223485.37,93256728.49,90795878.9,94968694.62,88637902.39,85339541.3,,,,,,,
358.1700835,96208812.74,93206399.6,90884102.68,94979915.32,88638877.77,85371842.39,,,,,,,
359.5915459,96215935.38,93194038.77,90860303.51,94963767.33,88641768.32,85391369.97,,,,,,,
361.0125709,96220644.52,93196019.13,90840128.2,94931538.71,88641379.56,85398479.35,,,,,,,
362.4340414,96226374.99,93213081.73,90835426.02,94901872.06,88626919.34,85379859.93,,,,,,,
363.855075,96239797.49,93228361.84,90844549.42,94907500.95,88592013.41,85387126.22,,,,,,,
365.2769952,96255524.04,93235391.41,90848970.82,94902475.23,88587281.97,85411149.59,,,,,,,
366.69756,96248252.54,93245810.52,90863558.2,94924822.71,88583476.42,85387938.05,,,,,,,
368.1194966,96241625.57,93254430.5,90864267.35,94942618.46,88572230.53,85499243.63,,,,,,,
369.5405243,96210602.47,93218239.57,90865767.73,94954789.97,88591181.88,85498374.98,,,,,,,
370.9619939,96203348.55,93197792.86,90853931.35,94951135.75,88598586.11,85474604.96,,,,,,,
372.3834687,96198087.64,93184126.82,90842504.91,94942143.12,88606155.37,85580971.32,,,,,,,
373.8044983,96211492.51,93171919.82,90817353.75,94919464.34,88616306.46,85605398.6,,,,,,,
375.2259734,96239399.84,93183567.58,90811385.83,94894650.78,88590037.57,85533756.87,,,,,,,
376.6469971,96248558.42,93213725.8,90804287.41,94873287.03,88567210.96,85577588.61,,,,,,,
378.0684658,96258516.54,93221158.51,90828131.91,94894605.06,88564746.11,85553638.07,,,,,,,
379.4894953,96243496.31,93243119.83,90848871.34,94925479.16,88564573.2,85546850.35,,,,,,,
380.9114109,96206171.82,93240438.71,90861465.16,94946018.25,88573048.11,85536262.73,,,,,,,
382.3319835,96182545.61,93189572.55,90833270.82,94941801.42,88599630.96,85556904.93,,,,,,,
383.7539159,96178980.79,93180439.55,90829953.06,94950850.13,88596748.25,85502490.61,,,,,,,
385.1749535,96204297.68,93169975.64,90809099.59,94928495.55,88599115.87,85491737.4,,,,,,,
386.5964276,96231879.47,93186312.47,90788636.71,94901986.91,88593664.04,85423634.31,,,,,,,
388.017897,96248399.7,93209640.35,90811811.06,94885461.76,88565639.56,85419958.74,,,,,,,
389.4389094,96249804.57,93230193.73,90812640.05,94869610.73,88551272.48,85393041.63,,,,,,,
390.8603848,96240221.22,93245672.54,90842188.04,94908144.1,88544762.82,85337624.23,,,,,,,
392.281413,96203779.95,93238221.3,90850137.83,94923202.94,88557554.4,85407111.94,,,,,,,
393.7028838,96193959.1,93203823.19,90841384.5,94955288.08,88576135.58,85478606.63,,,,,,,
395.1239153,96173542.36,93187931.47,90818905.43,94926420.1,88598108.26,85539985,,,,,,,
396.5458303,96186815.76,93164516.13,90804024.08,94914390.43,88594629.79,85585693.66,,,,,,,
397.9664002,96224817.63,93167338.48,90786955.87,94886779.84,88572429.26,85586889.36,,,,,,,
399.3883273,96231947.61,93194554.16,90791525.12,94883783.68,88562062.45,85593238.04,,,,,,,
