Style,Full
Append Mode,1
Fill Mode,1
Capacity,1000000
Count,14717
Base Time Seconds,1670370281
Base Time Fractional,.661479875
Base Time,12/06/2022 23:44:41.661479875
Scan Relative Time,CH115,CH116,CH117,CH118,CH119,CH120
0.000000000,96745508.12814,93911978.4592,91820688.90549,95168594.21738,88788510.65357,86103542.15046
1.555031606,96740437.50967,93959131.60774,91880222.15066,95287084.65083,88727709.20819,86104969.57925
3.649291970,96741640.415,93853745.99734,91818608.53787,95179317.65,88679047.50436,86026874.3478
5.070314243,96667327.78374,93799545.07543,91776046.37362,95133322.79655,88641784.43062,85971473.34569
6.491793697,96656860.38957,93772641.57947,91740672.65841,95142560.28956,88588269.79143,85949168.89237
7.913260606,96617871.20592,93714840.41866,91727051.86631,95135501.78945,88574536.3719,85910332.20518
9.334286727,96598615.3603,93667972.44214,91684901.8465,95103797.53386,88516402.40701,85847936.08156
10.755761879,96582241.78358,93641034.07207,91655111.5162,95097236.74006,88472261.99355,85794956.68987
12.176787334,96575684.61024,93588205.20445,91614265.07478,95095968.80551,88442357.99564,85723324.89914
13.598256909,96535447.74307,93527572.42317,91586210.1075,95059733.11928,88401480.27265,85718915.60933
15.019279182,96526352.58503,93508140.13745,91542055.62629,95064524.84989,88372441.78026,85679362.63405
16.441211818,96507256.53482,93461473.37459,91516926.86567,95067893.36366,88317144.3658,85681317.9495
17.861784515,96500004.06954,93403703.99745,91479973.2749,95084354.03858,88297507.82621,85572288.73606
19.283703546,96466318.43238,93367277.06125,91440468.31814,95064766.16871,88209696.96619,85588782.74249
20.704718424,96425123.16229,93436252.11963,91265670.45868,95026596.66767,88273922.34561,85499800.05974
22.126199303,96369919.64616,93212661.05482,91349543.37904,94989883.15911,88144822.80697,85503818.21436
23.547673940,96424475.77897,93296962.59447,91361603.89815,95049720.02275,88218201.44321,85431038.86097
24.968692152,96375804.6014,93227401.5448,91348527.02692,95057425.63255,88173518.83176,85332054.09808
26.390161637,96349879.85516,93231005.43068,91293926.61951,95043082.5759,88182012.68546,85309402.99763
27.811193273,96348500.22301,93206573.5356,91289350.00435,95580164.06739,88672511.36314,85314150.82212
29.232667879,96326749.05152,91890439.18889,91261013.85594,94926334.37153,88146950.00806,85341166.32198
30.653702273,96316336.29427,93161192.76887,91222188.32433,94938438.09536,88109782.04191,85326371.61568
32.075628485,96305613.07128,93110761.04528,91236940.84218,94941511.57574,88102819.04312,85285290.23395
33.496199818,96300887.97208,93121124.09414,91169271.10267,94985496.67438,88090480.84472,85303620.91233
34.918130182,96313629.8807,93092723.01773,91139301.59595,94960328.29578,88038225.62413,85244677.71696
36.339144788,96314574.27241,93107202.8442,91134007.04125,94962729.57552,88067649.76077,85279383.49798
37.760615455,96287365.70207,93067873.11074,91104371.04512,94957666.59489,88049925.12234,85237317.31891
39.182087121,96292578.01754,93029988.98148,91229471.72412,94723856.94522,88169990.65757,85329017.67481
40.603116091,96361210.1994,93030323.89535,91122341.38309,94930696.58158,88092299.72299,85273715.47512
42.024588212,96388924.98598,93330690.96368,90814807.62002,94781923.19846,87850523.27541,85054669.05086
43.445611606,96204401.29677,93018374.27181,91011108.19101,94889729.81868,88024983.6104,85073246.51336
44.867078061,96238680.37367,92976056.9295,91044374.25195,94947340.13337,88014129.4879,85126053.73888
46.288105106,96275667.89563,92997532.47212,91003076.31717,94960417.19609,87971135.08693,85069650.9216
47.710027651,96218073.34128,92971625.30607,90971745.369,94878988.67425,88063226.6,85274311.69156
49.130599530,96290820.57064,92820269.70969,90992455.09264,94854935.27688,88027678.73452,85318930.29277
50.552521106,96516848.91229,93003005.67044,91213231.83882,94254325.40088,87870735.79305,85167581.01877
51.973530954,96249214.75051,92957117.04761,90943543.63443,95033951.26892,87613649.44948,85907776.75467
53.395004864,100782492.5556,93825852.49798,91139724.93042,95101149.2904,88502916.98169,85212241.02888
54.816481470,95672169.49411,93017104.18155,88982686.72927,94544832.3982,87781099.67541,85215164.66003
56.237510167,96225866.68583,92949199.02174,90912974.77806,94869033.14141,87916917.13292,85236288.72211
57.658980015,96193295.99162,92819418.10045,90864759.00843,94823485.49277,87936980.43494,85217048.51493
59.080002561,96265262.99418,92981133.43999,90942927.81464,95130663.59836,87879182.5413,85205218.85046
60.501474470,96205825.59684,92876219.72487,90790968.48017,94844624.27968,87983005.42875,85242725.33873
61.922501470,96301587.75212,92911009.10825,90905650.57386,94938476.9615,88298110.13271,85468634.74287
63.344424106,96667304.74787,92957380.15338,90837961.35423,94830993.24705,87974786.47151,85107150.68299
64.764991712,95237495.38584,92914929.3686,90692907.27987,94901422.63053,87806814.23372,85036743.55245
66.186911864,96226832.93871,92946009.76006,90881943.85759,94756232.55801,87926966.34357,85167823.66164
67.607932924,96194294.42103,92971366.63467,90799381.41942,94832661.2735,87979645.50081,85045118.47278
69.029415651,96288588.00023,92939927.31121,90844590.48394,94867617.46444,87863363.22893,85132925.27299
70.450875227,96258427.47943,92931501.88851,90797214.71227,95029673.24893,87921477.76724,85002384.73353
71.871905288,96071190.78516,92867420.39383,90609628.20074,95010794.06994,88057322.99213,85201447.20248
73.293365833,96239867.53355,92921055.00654,90831972.00231,94713680.85014,87883211.54045,85015384.89468
74.714389045,96233522.08865,92879331.46234,90851878.06141,94813125.18476,87992603.29606,85069271.09499
76.135850727,96273009.88272,92954602.76558,90821482.0525,94847945.81484,87928808.26153,85023140.98075
77.556877697,96257295.31471,92946490.61954,90812901.80242,94836781.26736,87917088.43572,85026187.65702
78.978810909,96225547.45592,92905469.85908,90816414.24912,94812856.71443,87916180.89388,85041133.22089
80.399374000,96245711.19211,92918015.54005,90825574.83798,94830666.6627,87917462.42604,84953375.95533
81.821295121,96224388.6856,92912949.69763,90810955.39451,94853260.41079,87913389.34669,84964304.54784
83.242314878,96234354.57859,92912611.13823,90803875.47854,94819702.65691,87937205.68809,84996462.48167
84.663789969,96227347.57086,92922064.01268,90803468.80985,94826671.22375,87922474.59522,84890194.85849
86.085269424,96220547.18984,92905278.10098,90798548.93125,94816308.52616,87929938.11286,84824638.59311
87.506284727,96222661.30388,92892688.52968,90800489.4444,94846082.28739,87927040.04458,84768423.3108
88.927762606,96228945.42006,92891588.65346,90789372.55925,94850709.12781,87932796.71719,84806956.86548
