52.0496	86
53.2157	89.996
54.3838	89.992
55.5496	119.988
56.7153	133.984
57.8808	155.98
59.0462	159.976
60.2114	133.972
61.3765	117.968
62.5415	93.964
63.7063	113.96
64.8709	101.956
66.0333	109.952
67.1977	127.948
68.3619	121.944
69.5239	107.94
70.6857	135.936
71.8495	145.932
73.011	133.928
74.1723	139.924
75.3357	121.92
76.4968	119.916
77.6577	105.912
78.8185	119.908
79.9791	123.904
81.1396	133.9
82.3	135.896
83.4581	113.892
84.6181	107.888
85.7781	103.884
86.9357	103.88
88.0954	101.876
89.2527	129.872
90.4121	143.868
91.5691	131.864
92.7282	117.86
93.885	123.856
95.0416	115.852
96.1981	109.848
97.3545	111.844
98.5107	119.84
99.6668	99.8361
100.823	101.832
101.978	107.828
103.132	105.824
104.288	135.82
105.443	155.816
106.596	121.812
107.751	127.808
108.904	121.804
110.059	121.8
111.211	103.796
112.363	121.792
113.516	95.7882
114.668	125.784
115.822	117.78
116.974	97.7762
118.125	97.7722
119.275	109.768
120.426	107.764
121.577	117.76
122.728	95.7562
123.877	97.7522
125.028	107.748
126.177	91.7442
127.327	89.7402
128.475	93.7362
129.626	93.7322
130.774	91.7282
131.921	81.7242
133.069	79.7202
134.217	91.7162
135.364	91.7122
136.511	83.7082
137.658	91.7042
138.805	97.7002
139.952	81.6962
141.097	81.6922
142.243	81.6882
143.39	87.6842
144.534	93.6803
145.68	75.6763
146.824	89.6723
147.968	81.6683
149.114	85.6643
150.257	91.6603
151.4	85.6563
152.543	77.6523
153.687	97.6483
154.829	75.6443
155.972	81.6403
157.115	77.6363
158.255	83.6323
159.397	87.6283
160.54	95.6243
161.68	77.6203
162.822	75.6163
163.961	77.6123
165.103	79.6083
166.242	69.6043
167.381	73.6003
168.521	73.5963
169.662	89.5923
170.8	75.5883
171.939	81.5843
173.078	83.5803
174.214	83.5763
175.352	77.5723
176.49	83.5683
177.628	79.5643
178.764	81.5603
179.902	73.5564
181.037	83.5524
182.175	77.5484
183.31	83.5444
184.447	93.5404
185.582	81.5364
186.717	95.5324
187.851	81.5284
188.986	75.5244
190.12	71.5204
191.254	77.5164
192.388	95.5124
193.522	81.5084
194.654	81.5044
195.788	65.5004
196.921	91.4964
198.052	83.4924
199.186	79.4884
200.317	83.4844
201.448	83.4804
202.58	81.4764
203.711	93.4724
204.841	97.4684
205.972	103.464
207.102	99.4604
208.232	95.4564
209.362	97.4524
210.492	77.4484
211.621	83.4444
212.749	87.4404
213.878	79.4364
215.005	85.4324
216.134	79.4285
217.261	75.4245
218.39	89.4205
219.516	83.4165
220.643	83.4125
221.769	87.4085
222.897	95.4045
224.023	83.4005
225.149	77.3965
226.273	85.3925
227.398	69.3885
228.524	81.3845
229.649	81.3805
230.772	79.3765
231.897	79.3725
233.022	91.3685
234.145	83.3645
235.267	81.3605
236.392	81.3565
237.514	85.3525
238.636	75.3485
239.758	79.3445
240.88	77.3405
242.002	71.3365
243.123	83.3325
244.245	79.3285
245.366	81.3245
246.487	91.3205
247.606	79.3165
248.727	75.3125
249.846	83.3085
250.967	73.3046
252.085	85.3006
253.205	71.2966
254.324	65.2926
255.442	93.2886
256.559	89.2846
257.677	79.2806
258.795	73.2766
259.912	83.2726
261.03	73.2686
262.147	75.2646
263.264	91.2606
264.379	83.2566
265.495	83.2526
266.612	73.2486
267.727	73.2446
268.841	85.2406
269.957	79.2366
271.071	95.2326
272.185	81.2286
273.299	77.2246
274.412	91.2206
275.526	77.2166
276.639	77.2126
277.752	85.2086
278.866	83.2046
279.978	83.2006
281.089	81.1966
282.202	81.1926
283.314	71.1886
284.425	77.1846
285.535	79.1806
286.647	77.1767
287.757	69.1727
288.867	83.1687
289.977	87.1647
291.088	77.1607
292.195	83.1567
293.305	69.1527
294.414	85.1487
295.523	71.1447
296.632	81.1407
297.738	73.1367
298.847	79.1327
299.955	77.1287
301.062	83.1247
302.168	81.1207
303.276	87.1167
304.382	75.1127
305.487	83.1087
306.593	87.1047
307.698	83.1007
308.804	81.0967
309.909	75.0927
311.014	71.0887
312.119	77.0847
313.224	77.0807
314.326	73.0767
315.431	87.0727
316.533	79.0687
317.637	79.0647
318.739	83.0607
319.841	85.0567
320.945	77.0528
322.047	81.0488
323.148	93.0448
324.25	77.0408
325.351	71.0368
326.452	71.0328
327.553	73.0288
328.652	77.0248
329.753	81.0208
330.853	85.0168
331.952	79.0128
333.052	73.0088
334.15	73.0048
335.248	85.0008
336.348	86.9968
337.446	80.9928
338.543	72.9888
339.641	78.9848
340.738	88.9808
341.835	76.9768
342.933	76.9728
344.03	72.9688
345.124	80.9648
346.221	88.9608
347.318	78.9568
348.412	74.9528
349.508	76.9488
350.602	82.9448
351.696	78.9408
352.792	76.9368
353.886	86.9328
354.979	66.9289
356.073	80.9249
357.166	72.9209
358.259	74.9169
359.35	74.9129
360.443	82.9089
361.536	68.9049
362.629	90.9009
363.719	86.8969
364.812	74.8929
365.902	76.8889
366.992	72.8849
368.084	78.8809
369.174	72.8769
370.264	82.8729
371.353	76.8689
372.443	76.8649
373.532	78.8609
374.621	74.8569
375.708	74.8529
376.797	68.8489
377.886	72.8449
378.972	70.8409
380.061	68.8369
381.147	80.8329
382.235	72.8289
383.322	78.8249
384.408	80.8209
385.493	70.8169
386.579	70.8129
387.665	80.8089
388.75	72.805
389.835	82.801
390.921	88.797
392.004	84.793
393.088	74.789
394.173	62.785
395.256	68.781
396.34	78.777
397.423	70.773
398.505	74.769
399.587	74.765
400.671	86.761
401.753	76.757
402.835	70.753
403.916	78.749
404.998	74.745
406.077	72.741
407.158	72.737
408.239	70.733
409.318	70.729
410.399	74.725
411.478	82.721
412.558	62.717
413.637	80.713
414.715	78.709
415.793	70.705
416.871	74.701
417.949	70.697
419.027	64.693
420.104	82.689
421.182	76.685
422.259	82.6811
423.334	76.6771
424.411	76.6731
425.486	68.6691
426.563	72.6651
427.638	66.6611
428.712	90.6571
429.789	86.6531
430.863	78.6491
431.937	72.6451
433.011	82.6411
434.085	74.6371
435.159	70.6331
436.231	84.6291
437.304	66.6251
438.378	68.6211
439.449	76.6171
440.522	68.6131
441.593	86.6091
442.666	68.6051
443.737	70.6011
444.807	86.5971
445.878	90.5931
446.948	72.5891
448.019	74.5851
449.089	72.5811
450.159	72.5771
451.229	88.5731
452.296	78.5691
453.366	66.5651
454.435	78.5611
455.503	84.5572
456.572	74.5532
457.639	68.5492
458.706	70.5452
459.773	86.5412
460.839	84.5372
461.906	76.5332
462.973	86.5292
464.039	76.5252
465.105	92.5212
466.171	88.5172
467.237	72.5132
468.301	78.5092
469.367	74.5052
470.43	78.5012
471.496	84.4972
472.559	86.4932
473.622	72.4892
474.685	82.4852
475.748	80.4812
476.811	92.4772
477.873	82.4732
478.936	74.4692
479.998	72.4652
481.061	76.4612
482.121	62.4572
483.183	74.4532
484.243	78.4492
485.305	62.4452
486.364	68.4412
487.424	74.4372
488.485	60.4332
489.544	74.4293
490.604	78.4253
491.663	74.4213
492.721	66.4173
493.78	74.4133
494.837	64.4093
495.895	72.4053
496.954	78.4013
498.01	70.3973
499.068	72.3933
500.124	72.3893
501.18	66.3853
502.238	66.3813
503.294	74.3773
504.349	68.3733
505.404	80.3693
506.46	66.3653
507.515	82.3613
508.568	72.3573
509.623	78.3533
510.678	70.3493
511.73	90.3453
512.785	84.3413
513.837	86.3373
514.891	76.3333
515.943	78.3293
516.996	66.3253
518.047	74.3213
519.099	78.3173
520.151	80.3133
521.202	80.3093
522.254	84.3054
523.305	78.3014
524.354	76.2974
525.405	72.2934
526.454	74.2894
527.505	80.2854
528.554	80.2814
529.604	80.2774
530.653	74.2734
531.701	74.2694
532.749	74.2654
533.797	74.2614
534.845	72.2574
535.893	82.2534
536.94	82.2494
537.986	74.2454
539.033	90.2414
540.079	84.2374
541.126	72.2334
542.171	80.2294
543.218	70.2254
544.263	74.2214
545.307	78.2174
546.352	84.2134
547.397	70.2094
548.441	64.2054
549.485	74.2014
550.529	76.1974
551.571	68.1934
552.615	76.1894
553.657	84.1854
554.7	90.1814
555.742	72.1775
556.785	84.1735
557.826	84.1695
558.867	88.1655
559.909	74.1615
560.949	88.1575
561.99	74.1535
563.031	70.1495
564.071	72.1455
565.112	68.1415
566.15	84.1375
567.19	76.1335
568.228	74.1295
569.268	78.1255
570.306	70.1215
571.343	80.1175
572.381	90.1135
573.418	88.1095
574.456	68.1055
575.493	80.1015
576.53	68.0975
577.567	82.0935
578.604	80.0895
579.638	80.0855
580.675	84.0815
581.712	78.0775
582.746	78.0735
583.78	82.0695
584.814	88.0655
585.85	94.0615
586.884	68.0575
587.918	78.0536
588.951	90.0496
589.985	80.0456
591.016	78.0416
592.05	76.0376
593.083	86.0336
594.114	78.0296
595.147	82.0256
596.178	90.0216
597.21	78.0176
598.241	82.0136
599.271	74.0096
600.302	86.0056
601.332	80.0016
602.362	83.9976
603.392	83.9936
604.422	77.9896
605.449	73.9856
606.479	79.9816
607.509	75.9776
608.536	89.9736
609.563	87.9696
610.592	69.9656
611.619	67.9616
612.646	73.9576
613.673	73.9536
614.7	75.9496
615.726	85.9456
616.753	67.9416
617.779	73.9376
618.803	79.9336
619.829	67.9296
620.855	85.9257
621.879	69.9217
622.903	81.9177
623.929	97.9137
624.952	75.9097
625.976	65.9057
626.999	73.9017
628.022	73.8977
629.045	77.8937
630.068	75.8897
631.091	83.8857
632.111	65.8817
633.134	81.8777
634.154	77.8737
635.177	79.8697
636.197	69.8657
637.217	77.8617
638.239	65.8577
639.259	89.8537
640.279	65.8497
641.298	73.8457
642.318	75.8417
643.335	81.8377
644.355	81.8337
645.374	75.8297
646.391	85.8257
647.41	79.8217
648.427	73.8177
649.445	79.8137
650.462	75.8097
651.479	77.8057
652.495	87.8018
653.511	89.7978
654.527	81.7938
655.544	73.7898
656.559	71.7858
657.573	83.7818
658.589	71.7778
659.603	69.7738
660.618	85.7698
661.631	79.7658
662.647	71.7618
663.66	79.7578
664.673	77.7538
665.686	81.7498
666.698	91.7458
667.711	83.7418
668.724	85.7378
669.734	91.7338
670.746	77.7298
671.759	85.7258
672.769	87.7218
673.779	79.7178
674.791	73.7138
675.8	81.7098
676.81	87.7058
677.82	75.7018
678.829	85.6978
679.838	93.6938
680.848	77.6898
681.857	81.6858
682.866	87.6818
683.873	83.6778
684.881	85.6739
685.888	81.6699
686.896	79.6659
687.903	83.6619
688.909	85.6579
689.915	75.6539
690.922	87.6499
691.927	73.6459
692.933	89.6419
693.939	77.6379
694.945	75.6339
695.948	85.6299
696.954	103.626
697.957	71.6219
698.962	81.6179
699.965	85.6139
700.968	75.6099
701.971	83.6059
702.974	77.6019
703.976	79.5979
704.979	83.5939
705.981	81.5899
706.984	87.5859
707.986	81.5819
708.986	83.5779
709.988	87.5739
710.988	81.5699
711.99	91.5659
712.989	81.5619
713.989	95.5579
714.988	81.5539
715.987	77.5499
716.987	85.546
717.986	79.542
718.985	87.538
719.982	87.534
720.98	87.53
721.977	89.526
722.976	95.522
723.972	85.518
724.97	71.514
725.966	81.51
726.963	93.506
727.959	89.502
728.954	85.498
729.95	81.494
730.946	75.49
731.939	93.486
732.935	77.482
733.928	79.478
734.924	91.474
735.917	73.47
736.912	89.466
737.905	75.462
738.897	83.458
739.89	91.454
740.883	89.45
741.875	83.446
742.867	81.442
743.858	85.438
744.85	91.434
745.842	83.43
746.832	81.426
747.822	83.4221
748.813	87.4181
749.803	75.4141
750.792	83.4101
751.782	91.4061
752.771	81.4021
753.76	77.3981
754.749	81.3941
755.738	77.3901
756.725	85.3861
757.714	97.3821
758.701	81.3781
759.689	79.3741
760.676	81.3701
761.662	83.3661
762.648	91.3621
763.634	85.3581
764.62	83.3541
765.606	89.3501
766.592	81.3461
767.578	99.3421
768.563	89.3381
769.547	93.3341
770.532	79.3301
771.515	81.3261
772.498	95.3221
773.484	69.3181
774.466	87.3141
775.449	93.3101
